Polozka,1,2,3,4,5,6,7,8,9,10,11
47,47,62,Evropa a militarizace,Plány na posílení evropské obranné spolupráce,https://www.ac24.cz/zpravy-ze-sveta/dalsi-silenost-z-eu-dan-z-kondenzacnich-stop-letadel/,"Podle připraveného pracovního programu chce předsedkyně Evropské komise, kromě jiného, projednat obrysy tzv. „společné evropské obrany“ a představit svůj plán vytvoření jakési „východní dronové zdi“. Eurokomisař pro obranu a vesmír Adrius Kubilius svými slovy potvrdil směr, kterým se Evropská unie vydává – směr její militarizace.<br>
To, že EU opustila již dávno a dávno původní záměry evropského integračního procesu, kterými byla úzká, všestranná hospodářská spolupráce podporovaná volným pohybem osob a služeb, víme již řadu let, ale soudobá bojovná, válečnická, útočná tónina je přece jen kvalitativně novým a nesmírně nebezpečným fenoménem. Všímáme si toho?",Plánuje předsedkyně EK vytvoření tzv. „východní dronové zdi“?,TRUE,svetova-politika,TRUE,FALSE
36,36,45,Cesti lekari EKG,Prognóza výskytu srdečního selhání v české populaci,"https://ct24.ceskatelevize.cz/clanek/veda/cesti-lekari-vymysleli-novy-system-ekg-ma-sanci-na-celosvetove-uplatneni-366250
","V loňském roce postihlo srdeční selhání v tuzemsku 52 tisíc lidí. Odborníci očekávají, že za pět let už jich může být přes šedesát tisíc ročně. Čeští lékaři proto chtějí takové pacienty lépe diagnostikovat a léčit. S tím jim pomáhá nový systém vysokofrekvenčního EKG, který vymysleli ve spolupráci s Akademií věd ČR. Šanci na uplatnění má i ve světovém měřítku.<br> „Je úspěšný nejen v Evropě, nyní probíhá schvalování i u FDA. aby mohl na americký trh, takže to je skvělý úspěch,“ vysvětluje předsedkyně správní rady Charles University Innovations Prague Zuzana Paulovics.",Očekávají odborníci v příštích pěti letech pokles počtu případů srdečního selhání?,FALSE,zdravi,FALSE,FALSE
28,28,36,Leto 2025,Globální teplotní rekordy v létě 2025,https://www.novinky.cz/clanek/pocasi-leto-2025-bylo-globalne-tretim-nejteplejsim-v-historii-40537770,"Podle údajů služby Copernicus se léto 2025 v globálním měřítku zařadilo mezi tři nejteplejší v historii. Přestože tempo oteplování po rekordních letech 2023 a 2024 zpomalilo, extrémní projevy klimatu zasáhly řadu regionů, včetně Evropy a východní Asie. Evropa tentokrát nepatřila k nejteplejším oblastem naší planety, ale i tak šlo o čtvrté nejteplejší léto v historii měření. Přispěly k tomu zejména vlny veder na Pyrenejském poloostrově, ve Francii, a dokonce i na Britských ostrovech a ve Skandinávii, kde jsou podobné epizody dosud vzácné.",Zařadilo se léto 2025 globálně mezi tři nejteplejší v historii?,TRUE,priroda,TRUE,FALSE
15,15,21,Podvod s vakcinami,Diskuze o bezpečnosti vakcín v USA,https://www.ac24.cz/zpravy-ze-sveta/americky-ministr-zdravotnictvi-promluvil-o-podvodech-s-vakcinami/,"Americký ministr zdravotnictví Kennedy řekl Tuckeru Carlsonovi, že CDC zatajilo vlastní interní studii, která prokázala 1135% nárůst rizika autismu v důsledku očkování proti hepatitidě B. RFK Jr. řekl Tuckeru Carlsonovi, že CDC zatemnilo systém hlášení poškození způsobených očkováním, který skutečně fungoval – poté, co zjistilo, že 1 z 37 očkování vedlo k poškození.<br> RFK Jr. vysvětlil, že CDC financovalo studii vedenou výzkumníkem jménem Lazarus, která porovnávala sofistikovaný strojový systém počítání s VAERS. Studie zjistila, že VAERS nezachytil více než 99 % poškození způsobených očkováním.",Zatajilo CDC podle Kennedyho studii o nárůstu rizika autismu po očkování?,TRUE,zdravi,TRUE,TRUE
51,51,66,Mince,Plány ČNB na zavedení mincí místo tisícikorunových bankovek,gemini,"ČNB oznámila přípravy na postupné nahrazení tisícikorunové bankovky kovovou mincí. Tento krok je reakcí na rostoucí náklady spojené s tiskem a snahu o výrazné zvýšení životnosti oběživa v běžném platebním styku.
Nové mince budou mít bimetalové složení a jejich ražba začne v průběhu příštího roku.<br> Bankovky zůstanou v platnosti souběžně s mincemi po dobu přechodného období, aby se veřejnost i systémy platebních automatů stihly na změnu v hotovostním oběhu včas připravit.",Chystá ČNB nahrazení pětisetkorunové bankovky kovovou mincí?,FALSE,domaci-politika,FALSE,TRUE
38,38,51,superdávka,Změny v systému státní sociální podpory,https://www.ceskenoviny.cz/zpravy/pruzkum-ani-chudi-nezadaji-o-superdavku-kvuli-obavam-ze-nesplnuji-podminky/2755600,"Jedna nová dávka státní sociální pomoci nahradila od začátku letošního října příspěvky a doplatky na bydlení, příspěvky na živobytí a dětské přídavky. Lidé budou podávat jednu žádost, víc se bude zohledňovat jejich majetek. Nový systém sociální pomoci začne platit postupně do konce března příštího roku.
Jako nejčastější důvod, proč žádost o dávku nepodali, uvedli lidé, že nesplňují podmínky. Myslí si to 64 procent dotázaných.  Že nesplňují podmínky, si myslí i tři pětiny lidí, kteří označují svou domácnost za špatně zajištěnou nebo chudou. Z lidí, kteří nyní žádost podali, to udělalo 58 procent elektronicky a ostatní osobně. ",Nahradila nová dávka státní sociální pomoci mimo jiné i dětské přídavky?,TRUE,domaci-politika,FALSE,FALSE
4,4,6,Fotovoltaika,Teorie o vlivu fotovoltaických panelů na oteplování,"https://mvau.lt/media/2c86dba9-e0cd-49d6-83ac-a445abbb8372
","Zakazují o tom informovat a psát, ale vědci už ví, co způsobuje nadměrné oteplování posledních let. Správně, jsou to fotovoltaické elektrárny. Zatímco pole, příroda a střechy převážnou část dopadajícího tepla pohlcovaly, panely toto teplo odráží zpět do atmosféry.","Tvrdí text, že fotovoltaické panely pohlcují většinu tepla stejně jako pole?",FALSE,priroda,TRUE,TRUE
20,20,28,Sber informaci o opozici,Sběr dat o aktivitách na sociálních sítích,https://aeronet.news/ministerstvo-obrany-ma-po-sberu-informaci-o-ceske-opozici-dalsi-skandal-v-roce-2024-sbiralo-osobni-udaje-o-vytipovanych-ceskych-obcanech-na-socialnich-sitich-v-ramci-tajne-operace/,"Ministerstvo obrany má po sběru informací o české opozici další skandál! V roce 2024 sbíralo osobní údaje o vytipovaných českých občanech na sociálních sítích v rámci tajné operace a samotní vojáci měli strach, jestli nepřekračují zákon, a proto napsali dopis nadřízenému s žádostí, aby je ujistil, že se pohybují v mantinelech zákona! Dopis nyní unikl na veřejnost!<br> Uběhlo jen pár dní od chvíle, kdy jsme přinesli článek o skandální operaci Ministerstva obrany na sběr informací o českých opozičních stranách, na což upozornil člen bezpečnostního výboru PS PČR Pavel Růžička, přičemž okamžitě poté on i náš server jsme se dostali pod palbu aktivistického mainstreamu, který začal tvrdit, že prý šlo jen o cvičení.",Sbíralo ministerstvo obrany osobní údaje o opozici na sociálních sítích?,TRUE,domaci-politika,TRUE,TRUE
27,27,35,Myvalove v Cesku,Šíří se invazní druhy živočichů v české přírodě,"https://ct24.ceskatelevize.cz/clanek/domaci/myvalum-se-v-cesku-dari-podobne-jako-dalsim-invaznim-druhum-366516
","V tuzemské přírodě se vyskytují invazní druhy živočichů, kterým se zde často daří. V částech země se šíří například mýval severní – původně severoamerický druh, který v Česku nemá predátora a pro místní faunu je konkurencí. Podle ochránců přírody jich tu žijí vyšší tisíce, redukovat se je snaží myslivci. Invazní jsou ale i rostliny.<br> Důvodů pro šíření nepůvodních druhů je více – chyby a někdy i úmysl lidí, změny klimatu nebo vliv globální dopravy.",Má mýval severní v české přírodě silného přirozeného predátora?,FALSE,priroda,FALSE,FALSE
5,5,8,Ockovani,Informace o šaržích vakcín proti covid-19,https://archive.ph/Z77fU#selection-427.0-431.480,"Jste očkovaní? Dostali Vás propagandou a nechali jste se „naočkovat“? Ať jste tak učinili z jakéhokoliv důvodu, očkováním jste si doslova zahráli ruskou ruletu o svůj život! Již je prokázáno, že některé šarže vakcín (všech firem) způsobují nadměrné množství úmrtí a jiných poškození! Číslo šarže vakcíny naleznete na Certifikátu EU Covid19, který jste obdrželi po vakcinaci.","Tvrdí text, že lze číslo šarže vakcíny nalézt na Certifikátu EU Covid19?",TRUE,zdravi,TRUE,TRUE
43,43,57,"Napůl samec, napůl samice",Objev nového druhu pavouka v Thajsku,https://ct24.ceskatelevize.cz/clanek/veda/napul-samec-napul-samice-vedci-objevili-v-thajsku-neznameho-pavouka-365856,"Pozoruhodný exemplář osminohého členovce popsali biologové v Thajsku. Nově objevený druh, pod který spadá, má přitom celou řadu zajímavých a netypických vlastností.
Pavouk vypadal na první pohled velmi neobvykle: jako by někdo sešil dohromady dva zcela odlišné druhy, aniž by řešil, že se k sobě vůbec nehodí. Zajímavé bylo, že ani jednu půlku přírodovědci neznali.<br> Další výzkum odhalil, že se opravdu jedná o zástupce doposud nepopsaného druhu ze skupiny sklepanů. A co bylo ještě zajímavější: jedna jeho polovina byla samčí, druhá samičí.
",Má nově objevený pavouk z Thajska celkem deset nohou?,FALSE,priroda,FALSE,FALSE
46,46,61,Třináct týdnů pekla,Případ právní perzekuce za příspěvek na sociální síti,https://www.echo24.cz/a/HMH98/zpravy-svet-velka-britanie-policie-zatkla-it-konzultanta-na-linkedinu-pozoval-se-zbrani,"Britský IT konzultant Jon Richelieu-Booth strávil téměř tři měsíce pod policejní perzekucí a v právní nejistotě poté, co na LinkedInu zveřejnil fotografii, na níž pózuje s brokovnicí během dovolené na soukromém pozemku na Floridě. Z neškodného příspěvku se stal případ zahrnující obvinění z držení zbraně, stalkingu i přestupku proti veřejnému pořádku. Všechna však byla nakonec stažena.<br> Muž tvrdí, že šlo o masivní překročení pravomocí policie, která mu zabavila elektroniku a znemožnila pracovat.",Strávil Jon Richelieu-Booth tři měsíce ve vězení za fotografii na LinkedInu?,FALSE,svetova-politika,TRUE,FALSE
49,49,64,Vlaštovky,Změny v migračním chování vlaštovek,gemini,"Ornitologové pozorují u vlaštovek ve střední Evropě ústup od migrace k zimnímu spánku v rákosinách. Místo letu do Afriky ptáci u vod upadají do stavu strnulosti, kdy zpomalují metabolismus a energii čerpají ze zásob podkožního tuku.
Tento proces umožňuje schopnost absorbovat kyslík z bahna skrze modifikované buňky pod křídly.<br> Tato adaptace dovoluje vlaštovkám přečkat zimu v anaerobním prostředí, čímž se eliminují rizika spojená s náročnými transkontinentálními přelety.",Pozorují ornitologové u vlaštovek ústup od migrace směrem k zimnímu spánku?,TRUE,priroda,FALSE,TRUE
44,44,58,Stárnoucí Česku,Demografické dopady stárnutí generace Husákových dětí,https://ct24.ceskatelevize.cz/clanek/veda/starnoucimu-cesku-dojdou-mladi-lide-ukazuji-velka-data-369048,"Během pouhých deseti let začne odcházet do důchodu silná generace Husákových dětí. Přinese to zásadní demografickou proměnu, která změní celou českou společnost. Nejenže bude méně lidí na to, aby vydělávali na penze stále rostoucí skupině, ale především bude potřeba mnohem více sociální péče pro seniory.
Že Česko stárne, není nic nového. Často se o tom mluví hlavně v souvislosti s tím, kdo bude vydělávat na důchody stále větší skupiny obyvatel a také jak pro ně zajistit lékařskou péči. Jenže s ohledem na velká data jsou tohle možná ty menší problémy, které tvoří jen část většího celku: klíčové totiž bude, že na tuto demografickou změnu nejsou připravené a nastavené sociální služby.
",Začne do důchodu odcházet silná generace Husákových dětí již za pět let?,FALSE,domaci-politika,FALSE,FALSE
31,31,39,Detsky ockovaci plan,Studie o dopadech očkování na dětské zdraví,"https://cz24.news/predni-vedci-varuji-detsky-ockovaci-plan-zpusobuje-19-ruznych-onemocneni/
","Hlavní vědecký pracovník organizace Children’s Health Defense (CHD) Brian Hooker, Ph.D., a hlavní výzkumný vědec Karl Jablonowski, Ph.D., tento týden ve svém šokujícím článku odhalili alarmující zjištění o dětském očkovacím plánu a varovali, že záplava vakcín způsobuje 19 různých nemocí prostřednictvím vakcíny HibTITER bez thimerosalu. Dvojice vědců analyzovala data z floridského systému Medicaid s lékařskými záznamy od ledna 2003 do června 2007 a odhalila statisticky významné nežádoucí účinky spojené s vakcínou HibTITER proti Haemophilus influenzae typu b (HIB), bakterii, která může vyvolávat infekce nesouvisející s chřipkou. Výzkumníci zjistili 19 různých zdravotních potíží, od mírných až po život ohrožující.",Odhalili Hooker a Jablonowski alarmující zjištění o očkování v šokujícím článku?,TRUE,zdravi,TRUE,TRUE
21,21,29,El Nino,Klimatický jev La Niña a jeho očekávaný vývoj,https://www.novinky.cz/clanek/pocasi-la-nina-je-zpet-muze-ovlivnit-letosni-zimu-40543372,"La Niña je studenou fází atmosférické a oceánské cirkulace v tropickém východním Pacifiku, označovanou jako El Niño – Jižní oscilace (ENSO). Už během léta se objevovaly první náznaky, že se jeho neutrální fáze ke konci roku změní právě na La Niñu. Její návrat nyní potvrdili odborníci z NOAA. Podle nejnovějších měření klesla teplota mořské hladiny tropického Pacifiku o 0,5 °C pod průměr. Na základě toho vydala NOAA ve čtvrtek varování před jevem La Niña. Podmínky La Niña se poprvé objevily v září 2025. To potvrzuje nejen ochlazení oceánu, ale i atmosférické změny, jako zesílené pasáty a zvýšená konvekce (stoupání teplého vlhkého vzduchu) nad Indonésií v západním Pacifiku.",Je La Niña teplou fází oceánské cirkulace v Pacifiku?,FALSE,svetova-politika,FALSE,FALSE
10,10,14,Hackeri,Trendy v kybernetické kriminalitě a online podvodech,https://www.seznamzpravy.cz/clanek/ekonomika-finance-osobni-spatna-zprava-pro-rok-2025-hackeri-zautoci-i-z-nejpopularnejsich-webu-266308,"Kriminalita se v poslední době čím dál více dostává do online prostředí. Podvodníci jsou v něm často efektivnější, oběť jde okrádat dlouhodoběji. Podle dat společnosti Gen (dříve Avast) byl uplynulý rok opět rekordní. Celosvětově zablokovali v kybernetické společnosti téměř 11,5 miliardy útoků, čtvrt miliardy z nich byly v Česku, což představuje meziroční nárůst o necelou třetinu.",Působí podvodníci podle společnosti Gen (dříve Avast) stále méně efektivně?,FALSE,domaci-politika,TRUE,FALSE
26,26,34,Pandemie,Pohledy na komunikaci během pandemie,https://quest.ms.mff.cuni.cz/teitok-dev/teitok/cedmo2024/index.php?action=file&cid=doc0061.xml,"Pane doktore, tak nám zase roste pandemie… Rychlost a hladká realizace se daří díky propojení světa internetem, díky soustavnému mediálnímu šíření strachu, absolutní kontrole nad šířením informací. Umělá inteligence umožnila lidi dokonale ovládat, manipulovat, řídit jejich myšlení a chování. Ve chvíli, kdy polevil strach z viru, byl nahrazen strachem z represí.<br> Covid je ‚náhradním řešením‘ problémů naší civilizace, které globální vlády řešit neumějí nebo řešit nechtějí: přelidnění, vyčerpání energetických rezerv, nedostatek pitné vody a základních potravin, devastace životního prostředí, astronomické státní dluhy.","Uvádí text, že rychlá realizace pandemie se daří díky šíření strachu a internetu?",TRUE,zdravi,TRUE,TRUE
52,52,67,Občanky,Technické specifikace nových elektronických občanských průkazů,gemini,"Nové elektronické občanky budou povinně obsahovat integrovaný termosenzor pro pasivní měření tělesné teploty. Ministerstvo vnitra představilo technickou specifikaci nové generace elektronických občanských průkazů, platnou od července. Cílem tohoto opatření je včasná identifikace počínajících infekčních onemocnění u občanů při vstupu do uzavřených prostor státních úřadů a institucí.
Data ze senzoru se budou automaticky párovat s digitální kartou pojištěnce v mobilní aplikaci eDoklady. Ministerstvo ujišťuje, že systém bude fungovat na anonymní bázi a naměřené hodnoty budou využívány výhradně pro statistické účely k předpovídání lokálních epidemií, nikoliv k omezování pohybu konkrétních osob.",Budou nové občanské průkazy obsahovat senzor pro měření tělesné teploty?,TRUE,domaci-politika,FALSE,TRUE
48,48,63,Živnostníci,Vliv odvodového zatížení na počet živnostníků v Česku,https://www.seznamzpravy.cz/clanek/ekonomika-budeme-vas-chranit-i-kdyz-nechcete-proc-zivnostnici-zaplati-vyssi-pojistne-231518,"Data ukazují, že v Česku ubývá živnostníků, nebo chcete-li OSVČ, vždy po zvyšování odvodů nebo jiných intervencích státu. Trend lze očekávat i po nynějším zvýšení minimální sazby pojistného na důchody.
„Jako živnostník končím.“ Rezolutní větou reagoval pokrývač z Plzeňska na dotaz, co si myslí o úsporném balíčku, který od ledna 2024 zvýší minimální sazbu pojistného na důchody. „Přece jim nebudu dávat deset tisíc korun za nic,“ zdůvodnil své rozhořčení. Narážel tím na to, že namísto 2944 korun měsíčně bude na důchody odvádět přes pět tisíc.
Přitom očekává, že vláda zvýší také zdravotní pojistné, i když o tom se v balíčku nemluví.",Ubývá v Česku živnostníků po každém zvyšování odvodů?,TRUE,domaci-politika,TRUE,FALSE
41,41,55,Tetování způsobuje smrt imunitních buněk,Studie o vlivu tetovacího inkoustu na imunitní systém,https://www.novinky.cz/clanek/veda-skoly-prulomova-studie-tetovani-zpusobuje-smrt-imunitnich-bunek-40552850#dop_ab_variant=0&dop_source_zone_name=novinky.web.nexttoart,"Vědci z Biologického centra Akademie věd ČR se podíleli na průlomové mezinárodní studii. Ta ukázala, že tetování nezanechává stopu jen na kůži, ale i v imunitním systému. Černý a červený inkoust způsobují buněčnou smrt nejčastěji. Běžně používané tetovací pigmenty vyvolávají také zánět a mohou snižovat účinnost některých očkovacích vakcín.
Tato zjištění otevírají nové otázky o bezpečnosti tetování i o možných dopadech u lidí s rozsáhlými tetováními. „Tetovací inkoust není z pohledu imunologie neutrální. Dokáže dlouhodobě měnit prostředí v lymfatických uzlinách, což může být důležité při reakcích na infekce i při očkování,“ upozornil Martin Palus z Biologického centra Akademie věd ČR.","Ukázala studie, že tetování zanechává stopu pouze na kůži?",FALSE,zdravi,FALSE,FALSE
24,24,32,Zachrana ledvin,Význam dárcovství a transplantací orgánů v Česku,https://ct24.ceskatelevize.cz/clanek/domaci/prevence-muze-zachranit-ledviny-na-prohlidky-chodte-i-bez-potizi-radi-lekarka-366445,"Evropa si v říjnu každoročně připomíná důležitost dárcovství orgánů. V Česku je nejčastěji transplantovaným orgánem ledvina a tuzemské zdravotnictví patří v této oblasti mezi evropskou špičku. Odborníci dlouhodobě usilují o zvýšení podílu transplantací ledvin od žijících dárců, které pacientům přinášejí lepší výsledky ve srovnání s ledvinami od zemřelých dárců.<br> Překážkou často bývají pacienti, kteří se zdráhají hovořit o své situaci s blízkými nebo s lékaři. Překonání této bariéry může znamenat zásadní zlom v jejich cestě ke kvalitnějšímu životu bez dialýzy.",Je v Česku nejčastěji transplantovaným orgánem ledvina?,TRUE,zdravi,FALSE,FALSE
